OrderID,CustomerID,EmployeeID,OrderDate,RequiredDate,ShippedDate,ShipVia,Freight,ShipName,ShipAddress,ShipCity,ShipRegion,ShipPostalCode,ShipCountry
14435,TRAIH,7,,,,2,143.75,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,Central America,5022,Mexico
14436,EASTC,3,,,,1,373.75,Bon app-,"12, rue des Bouchers",Marseille,Western Europe,13008,France
14437,HANAR,3,,,,2,94.5,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA
14438,BOTTM,4,,,,3,311.0,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina
14439,OCEAN,7,,,,2,51.0,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
14440,THECR,2,,,,3,125.0,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
14441,TOMSP,4,,,,1,103.25,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
14442,SAVEA,2,,,,1,394.0,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
14443,LINOD,7,,,,3,269.5,Spécialités du monde,"25, rue Lauriston",Paris,Western Europe,75016,France
14444,ERNSH,8,,,,1,457.25,Drachenblut Delikatessen,Walserweg 21,Aachen,Western Europe,52066,Germany
14445,WHITC,9,,,,1,428.25,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
14446,KOENE,1,,,,2,156.5,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark
14447,ROMEY,6,,,,2,421.75,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
14448,QUICK,1,,,,2,159.5,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
14449,GOURL,9,,,,3,322.75,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
14450,WILMK,2,,,,3,338.75,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland
14451,BSBEV,3,,,,2,267.0,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
14452,QUEEN,2,,,,1,499.0,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,5021,Mexico
14453,GREAL,1,,,,2,368.0,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
14454,LILAS,3,,,,1,205.75,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy
14455,SUPRD,1,,,,1,485.25,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
14456,MORGK,5,,,,1,341.25,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
14457,FRANR,5,,,,1,356.5,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
14458,CHOPS,1,,,,1,490.0,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany
14459,COMMI,9,,,,2,350.75,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
14460,WILMK,2,,,,3,407.75,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA
14461,PARIS,7,,,,2,473.5,Ottilies Käseladen,Mehrheimerstr. 369,Köln,Western Europe,50739,Germany
14462,REGGC,3,,,,1,361.5,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,1307,Germany
14463,MAGAA,2,,,,3,526.5,France restauration,"54, rue Royale",Nantes,Western Europe,44000,France
14464,SUPRD,2,,,,3,358.5,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
14465,MAISD,9,,,,1,162.5,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
14466,REGGC,6,,,,1,181.0,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,1307,Germany
14467,DUMON,6,,,,2,172.5,Pericles Comidas clásicas,Calle Dr. Jorge Cash 321,México D.F.,Central America,5033,Mexico
14468,BONAP,3,,,,2,349.0,Victuailles en stock,"2, rue du Commerce",Lyon,Western Europe,69004,France
14469,MAGAA,4,,,,1,443.75,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland
14470,CONSH,7,,,,1,459.5,Alfred-s Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
14471,OLDWO,9,,,,1,233.5,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA
14472,BOLID,7,,,,2,70.25,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
14473,BOTTM,6,,,,2,218.75,La corne d-abondance,"67, avenue de l-Europe",Versailles,Western Europe,78000,France
14474,THECR,7,,,,3,427.75,Romero y tomillo,"Gran Vía, 1",Madrid,Southern Europe,28001,Spain
14475,CENTC,5,,,,3,236.0,Bon app-,"12, rue des Bouchers",Marseille,Western Europe,13008,France
14476,ANATR,9,,,,1,244.5,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA
14477,WELLI,6,,,,3,236.0,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil
14478,MAGAA,5,,,,3,343.5,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany
14479,VINET,3,,,,1,419.25,Let-s Stop N Shop,87 Polk St. Suite 5,San Francisco,North America,94117,USA
14480,PARIS,3,,,,1,25.25,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,4179,Germany
14481,MORGK,3,,,,1,222.0,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,28023,Spain
14482,DRACD,1,,,,3,28.75,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
14483,SAVEA,7,,,,2,427.5,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina
14484,THEBI,1,,,,1,349.75,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada
14485,FOLKO,3,,,,3,481.75,The Big Cheese,89 Jefferson Way Suite 2,Portland,North America,97201,USA
14486,GALED,1,,,,2,20.5,The Cracker Box,55 Grizzly Peak Rd.,Butte,North America,59801,USA
14487,VAFFE,2,,,,3,333.75,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK
14488,WHITC,8,,,,3,445.0,Alfred-s Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
14489,LAMAI,1,,,,1,411.75,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
14490,FOLKO,1,,,,2,186.0,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
14491,LACOR,7,,,,3,390.75,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
14492,BLONP,4,,,,3,38.25,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
14493,QUICK,9,,,,1,407.0,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain
14494,LONEP,6,,,,1,182.5,GROSELLA-Restaurante,5ª Ave. Los Palos Grandes,Caracas,South America,1081,Venezuela
14495,FAMIA,6,,,,1,56.5,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil
14496,FOLIG,8,,,,3,161.75,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
14497,LACOR,8,,,,3,252.25,Eastern Connection,35 King George,London,British Isles,WX3 6FW,UK
14498,BSBEV,3,,,,2,199.25,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France
14499,LINOD,6,,,,2,47.75,Hanari Carnes,"Rua do Paço, 67",Rio de Janeiro,South America,05454-876,Brazil
14500,WHITC,2,,,,2,424.5,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil
14501,FRANS,8,,,,3,311.5,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
14502,LONEP,4,,,,3,137.0,Wellington Importadora,"Rua do Mercado, 12",Resende,South America,08737-363,Brazil
14503,TOMSP,6,,,,3,149.0,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA
14504,QUICK,3,,,,3,213.25,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
14505,SIMOB,3,,,,2,108.75,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
14506,BLONP,4,,,,2,349.25,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
14507,LILAS,9,,,,1,337.75,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina
14508,WARTH,8,,,,2,498.75,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
14509,DUMON,7,,,,1,371.25,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
14510,OLDWO,5,,,,2,198.75,Antonio Moreno Taquería,Mataderos  2312,México D.F.,Central America,5023,Mexico
14511,OCEAN,2,,,,1,170.75,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France
14512,LINOD,1,,,,3,260.75,Alfreds Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
14513,GOURL,6,,,,1,114.5,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA
14514,BLAUS,6,,,,1,254.0,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
14515,VALON,9,,,,3,208.0,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
14516,RATTC,7,,,,2,337.0,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
14517,WELLI,9,,,,3,369.0,Chop-suey Chinese,Hauptstr. 31,Bern,Western Europe,3012,Switzerland
14518,FISSA,1,,,,2,198.25,Folies gourmandes,"184, chaussée de Tournai",Lille,Western Europe,59000,France
14519,COMMI,1,,,,1,505.25,Que Delícia,"Rua da Panificadora, 12",Rio de Janeiro,South America,02389-673,Brazil
14520,EASTC,6,,,,3,124.25,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
14521,HUNGO,2,,,,3,53.0,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
14522,Val2 ,2,,,,2,170.5,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
14523,OTTIK,3,,,,3,31.0,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
14524,FOLIG,3,,,,2,212.0,Blondel père et fils,"24, place Kléber",Strasbourg,Western Europe,67000,France
14525,QUICK,6,,,,3,488.5,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland
14526,FAMIA,2,,,,3,87.75,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
14527,VINET,4,,,,1,217.5,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA
14528,SAVEA,4,,,,3,87.5,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland
14529,HILAA,4,,,,3,470.25,Bon app-,"12, rue des Bouchers",Marseille,Western Europe,13008,France
14530,WOLZA,1,,,,2,426.75,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA
14531,FRANR,3,,,,2,398.0,Alfred-s Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
14532,ERNSH,5,,,,1,398.0,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
14533,OTTIK,9,,,,2,187.25,Reggiani Caseifici,Strada Provinciale 124,Reggio Emilia,Southern Europe,42100,Italy
14534,ROMEY,6,,,,3,328.0,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
14535,BERGS,6,,,,3,432.75,Frankenversand,Berliner Platz 43,München,Western Europe,80805,Germany
14536,SIMOB,3,,,,2,405.25,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
14537,LONEP,9,,,,1,361.75,The Cracker Box,55 Grizzly Peak Rd.,Butte,North America,59801,USA
14538,OCEAN,6,,,,3,273.5,Ana Trujillo Emparedados y helados,Avda. de la Constitución 2222,México D.F.,Central America,5021,Mexico
14539,PICCO,9,,,,2,473.25,Cactus Comidas para llevar,Cerrito 333,Buenos Aires,South America,1010,Argentina
14540,WOLZA,3,,,,3,378.25,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,1307,Germany
14541,SAVEA,2,,,,1,330.0,Lehmanns Marktstand,Magazinweg 7,Frankfurt a.M.,Western Europe,60528,Germany
14542,THEBI,6,,,,3,544.5,Blauer See Delikatessen,Forsterstr. 57,Mannheim,Western Europe,68306,Germany
14543,LAZYK,8,,,,3,337.0,Piccolo und mehr,Geislweg 14,Salzburg,Western Europe,5020,Austria
14544,GODOS,8,,,,3,77.5,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy
14545,THECR,4,,,,1,268.5,Santé Gourmet,Erling Skakkes gate 78,Stavern,Scandinavia,4110,Norway
14546,LAMAI,7,,,,3,71.25,Familia Arquibaldo,"Rua Orós, 92",Sao Paulo,South America,05442-030,Brazil
14547,TOMSP,6,,,,3,177.75,La maison d-Asie,1 rue Alsace-Lorraine,Toulouse,Western Europe,31000,France
14548,SIMOB,4,,,,2,161.25,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
14549,SANTG,1,,,,1,298.25,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland
14550,PARIS,4,,,,3,104.0,The Cracker Box,55 Grizzly Peak Rd.,Butte,North America,59801,USA
14551,ISLAT,3,,,,3,109.5,Consolidated Holdings,Berkeley Gardens 12  Brewery,London,British Isles,WX1 6LT,UK
14552,LAUGB,4,,,,1,452.5,Bottom-Dollar Markets,23 Tsawassen Blvd.,Tsawassen,North America,T2F 8M4,Canada
14553,OTTIK,4,,,,2,96.75,Island Trading,Garden House Crowther Way,Cowes,British Isles,PO31 7PJ,UK
14554,PRINI,1,,,,1,156.5,Split Rail Beer & Ale,P.O. Box 555,Lander,North America,82520,USA
14555,BLONP,5,,,,3,134.0,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
14556,BONAP,5,,,,1,115.25,Galería del gastronómo,"Rambla de Cataluña, 23",Barcelona,Southern Europe,8022,Spain
14557,HUNGO,1,,,,2,231.5,Centro comercial Moctezuma,Sierras de Granada 9993,México D.F.,Central America,5022,Mexico
14558,COMMI,2,,,,3,27.5,The Big Cheese,89 Jefferson Way Suite 2,Portland,North America,97201,USA
14559,PICCO,6,,,,1,64.0,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
14560,SEVES,7,,,,2,348.0,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
14561,TRAIH,7,,,,1,300.0,Franchi S.p.A.,Via Monte Bianco 34,Torino,Southern Europe,10100,Italy
14562,GREAL,2,,,,2,48.0,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain
14563,FAMIA,2,,,,1,512.75,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA
14564,TORTU,9,,,,3,495.5,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
14565,TORTU,3,,,,2,295.0,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
14566,LAUGB,1,,,,1,345.25,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
14567,WHITC,8,,,,3,250.5,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
14568,TORTU,1,,,,1,382.0,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
14569,THEBI,6,,,,3,332.0,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
14570,GROSR,4,,,,1,36.0,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
14571,CHOPS,2,,,,1,154.25,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
14572,BSBEV,2,,,,3,50.5,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark
14573,TORTU,8,,,,2,352.5,Princesa Isabel Vinhos,Estrada da saúde n. 58,Lisboa,Southern Europe,1756,Portugal
14574,THEBI,2,,,,3,147.5,Bon app-,"12, rue des Bouchers",Marseille,Western Europe,13008,France
14575,GROSR,1,,,,1,90.0,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA
14576,FURIB,1,,,,2,113.5,Gourmet Lanchonetes,"Av. Brasil, 442",Campinas,South America,04876-786,Brazil
14577,HILAA,8,,,,3,412.25,Richter Supermarkt,Starenweg 5,Genève,Western Europe,1204,Switzerland
14578,HUNGO,3,,,,2,102.5,Spécialités du monde,"25, rue Lauriston",Paris,Western Europe,75016,France
14579,PARIS,7,,,,1,257.0,La corne d-abondance,"67, avenue de l-Europe",Versailles,Western Europe,78000,France
14580,QUEEN,9,,,,3,248.75,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,British Isles,,Ireland
14581,LINOD,6,,,,3,80.25,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
14582,TOMSP,1,,,,1,243.75,Let-s Stop N Shop,87 Polk St. Suite 5,San Francisco,North America,94117,USA
14583,MEREP,8,,,,2,232.75,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
14584,ANTON,5,,,,1,127.75,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA
14585,GODOS,6,,,,3,294.25,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
14586,GROSR,8,,,,2,465.25,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil
14587,TOMSP,7,,,,1,386.5,Wolski Zajazd,ul. Filtrowa 68,Warszawa,Eastern Europe,01-012,Poland
14588,ROMEY,3,,,,1,172.75,Wartian Herkku,Torikatu 38,Oulu,Scandinavia,90110,Finland
14589,TRADH,7,,,,1,98.75,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
14590,GREAL,1,,,,1,128.5,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
14591,BLAUS,6,,,,1,419.25,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
14592,ROMEY,8,,,,1,211.25,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
14593,HANAR,5,,,,3,27.25,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,28023,Spain
14594,DUMON,9,,,,1,325.25,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
14595,GREAL,1,,,,2,294.25,Rancho grande,Av. del Libertador 900,Buenos Aires,South America,1010,Argentina
14596,SUPRD,3,,,,1,426.75,Du monde entier,"67, rue des Cinquante Otages",Nantes,Western Europe,44000,France
14597,NORTS,9,,,,1,128.25,B-s Beverages,Fauntleroy Circus,London,British Isles,EC2 5NT,UK
14598,SPLIR,7,,,,2,267.0,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
14599,GREAL,6,,,,2,97.0,Ernst Handel,Kirchgasse 6,Graz,Western Europe,8010,Austria
14600,HILAA,7,,,,1,219.25,Wilman Kala,Keskuskatu 45,Helsinki,Scandinavia,21240,Finland
14601,PRINI,7,,,,3,300.25,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA
14602,RATTC,4,,,,3,257.5,Alfreds Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
14603,CONSH,8,,,,2,307.25,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
14604,TORTU,7,,,,2,251.75,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
14605,SIMOB,1,,,,1,190.5,Laughing Bacchus Wine Cellars,2319 Elm St.,Vancouver,North America,V3F 2K1,Canada
14606,ISLAT,9,,,,1,351.0,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
14607,GREAL,1,,,,2,105.25,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
14608,BSBEV,8,,,,2,347.75,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,28023,Spain
14609,GODOS,3,,,,3,63.0,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,North America,87110,USA
14610,PARIS,2,,,,2,162.25,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark
14611,Val2 ,6,,,,3,73.75,Die Wandernde Kuh,Adenauerallee 900,Stuttgart,Western Europe,70563,Germany
14612,PICCO,9,,,,1,279.25,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil
14613,BERGS,3,,,,3,203.25,QUICK-Stop,Taucherstraße 10,Cunewalde,Western Europe,1307,Germany
14614,TOMSP,6,,,,1,417.75,Mère Paillarde,43 rue St. Laurent,Montréal,North America,H1J 1C3,Canada
14615,ALFKI,1,,,,3,270.75,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil
14616,MAGAA,1,,,,3,94.0,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
14617,RICSU,7,,,,3,287.75,France restauration,"54, rue Royale",Nantes,Western Europe,44000,France
14618,BOLID,6,,,,3,247.0,Lazy K Kountry Store,12 Orchestra Terrace,Walla Walla,North America,99362,USA
14619,BLAUS,4,,,,2,272.75,Folk och fä HB,Åkergatan 24,Bräcke,Northern Europe,S-844 67,Sweden
14620,HUNGO,1,,,,2,435.25,Comércio Mineiro,"Av. dos Lusíadas, 23",Sao Paulo,South America,05432-043,Brazil
14621,WILMK,4,,,,1,128.0,HILARION-Abastos,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,South America,5022,Venezuela
14622,FURIB,7,,,,2,91.5,Furia Bacalhau e Frutos do Mar,Jardim das rosas n. 32,Lisboa,Southern Europe,1675,Portugal
14623,RICSU,1,,,,1,117.5,Tradiçao Hipermercados,"Av. Inês de Castro, 414",Sao Paulo,South America,05634-030,Brazil
14624,BERGS,8,,,,1,202.25,Simons bistro,Vinbæltet 34,Kobenhavn,Northern Europe,1734,Denmark
14625,MAISD,9,,,,1,525.25,White Clover Markets,1029 - 12th Ave. S.,Seattle,North America,98124,USA
14626,EASTC,6,,,,1,300.5,Morgenstern Gesundkost,Heerstr. 22,Leipzig,Western Europe,4179,Germany
14627,LAUGB,3,,,,2,360.5,LINO-Delicateses,Ave. 5 de Mayo Porlamar,I. de Margarita,South America,4980,Venezuela
14628,OCEAN,2,,,,1,354.0,Save-a-lot Markets,187 Suffolk Ln.,Boise,North America,83720,USA
14629,SIMOB,9,,,,2,43.75,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA
14630,LONEP,1,,,,2,114.25,Berglunds snabbköp,Berguvsvägen  8,Luleå,Northern Europe,S-958 22,Sweden
14631,PERIC,3,,,,1,393.75,Great Lakes Food Market,2732 Baker Blvd.,Eugene,North America,97403,USA
14632,SPECD,6,,,,1,513.0,Maison Dewey,Rue Joseph-Bens 532,Bruxelles,Western Europe,B-1180,Belgium
14633,KOENE,7,,,,2,277.75,Magazzini Alimentari Riuniti,Via Ludovico il Moro 22,Bergamo,Southern Europe,24100,Italy
14634,WANDK,4,,,,1,85.0,Spécialités du monde,"25, rue Lauriston",Paris,Western Europe,75016,France
14635,PICCO,4,,,,2,47.0,Old World Delicatessen,2743 Bering St.,Anchorage,North America,99508,USA
14636,ALFKI,4,,,,3,456.25,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA
14637,RICAR,6,,,,1,70.0,Bólido Comidas preparadas,"C/ Araquil, 67",Madrid,Southern Europe,28023,Spain
14638,ISLAT,5,,,,1,257.0,Alfred-s Futterkiste,Obere Str. 57,Berlin,Western Europe,12209,Germany
14639,ANATR,2,,,,3,265.25,Hungry Coyote Import Store,City Center Plaza 516 Main St.,Elgin,North America,97827,USA
14640,DUMON,2,,,,3,102.75,Bon app-,"12, rue des Bouchers",Marseille,Western Europe,13008,France
14641,QUEEN,7,,,,1,367.75,Toms Spezialitäten,Luisenstr. 48,Münster,Western Europe,44087,Germany
14642,THECR,5,,,,3,117.5,Ricardo Adocicados,"Av. Copacabana, 267",Rio de Janeiro,South America,02389-890,Brazil
14643,RATTC,6,,,,1,258.75,LILA-Supermercado,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,South America,3508,Venezuela
14644,LAUGB,9,,,,3,295.5,Godos Cocina Típica,"C/ Romero, 33",Sevilla,Southern Europe,41101,Spain
14645,FURIB,2,,,,3,460.25,Vaffeljernet,Smagsloget 45,Århus,Northern Europe,8200,Denmark
